,Candidate Name,Party,Criminal Cases,Education,Age,Assets,Liabilities,District,Election,EduRank
0,Adv. Jacob Abraham,Kerala Congress,0,Graduate Professional,64,"Rs 1,68,11,096 ~ 1 Crore+",Rs 0 ~,ALAPPUZHA,Kerela2021,0
1,Adv. Niyaz Bharati,IND,1,Graduate Professional,45,"Rs 69,67,392 ~ 69 Lacs+","Rs 24,39,152 ~ 24 Lacs+",ALAPPUZHA,Kerela2021,0
2,Adv. R. Sajilal,CPI,2,Graduate Professional,43,"Rs 20,06,008 ~ 20 Lacs+",Rs 0 ~,ALAPPUZHA,Kerela2021,0
3,Adv. Shanimol Osman,INC,7,Post Graduate,54,"Rs 2,50,60,619 ~ 2 Crore+","Rs 16,73,922 ~ 16 Lacs+",ALAPPUZHA,Kerela2021,0
4,Adv. U. Prathibha,CPI(M),4,Graduate Professional,43,"Rs 49,57,316 ~ 49 Lacs+","Rs 24,92,505 ~ 24 Lacs+",ALAPPUZHA,Kerela2021,0
5,Adv.P S Jyothis,Bharath Dharma Jana Sena,0,Graduate Professional,54,"Rs 1,09,54,698 ~ 1 Crore+","Rs 45,90,000 ~ 45 Lacs+",ALAPPUZHA,Kerela2021,0
6,Adv.S Sarath,INC,7,Post Graduate,37,"Rs 53,51,013 ~ 53 Lacs+","Rs 26,75,394 ~ 26 Lacs+",ALAPPUZHA,Kerela2021,0
7,Adv.Sonnymon K Mathew,IND,0,Graduate Professional,45,"Rs 2,50,00,000 ~ 2 Crore+","Rs 1,25,000 ~ 1 Lacs+",ALAPPUZHA,Kerela2021,0
8,Ambika K N (Priyanka Anup),Democratic Social Justice Party,1,10th Pass,50,"Rs 14,10,000 ~ 14 Lacs+",Rs 0 ~,ALAPPUZHA,Kerela2021,0
9,Aniyappan,Bharath Dharma Jana Sena,0,Post Graduate,49,"Rs 3,00,12,506 ~ 3 Crore+","Rs 76,90,081 ~ 76 Lacs+",ALAPPUZHA,Kerela2021,0
10,Anoop Antony Joseph,BJP,2,Graduate Professional,36,"Rs 78,39,282 ~ 78 Lacs+",Rs 0 ~,ALAPPUZHA,Kerela2021,0
11,Aritha Babu,INC,9,Graduate,26,"Rs 1,89,387 ~ 1 Lacs+","Rs 32,124 ~ 32 Thou+",ALAPPUZHA,Kerela2021,7
12,Arun Kumar,CPI(M),5,Graduate,31,"Rs 12,56,500 ~ 12 Lacs+","Rs 3,07,021 ~ 3 Lacs+",ALAPPUZHA,Kerela2021,7
13,Biju Xavier,SUCI(C),3,10th Pass,44,"Rs 7,06,550 ~ 7 Lacs+",Rs 0 ~,ALAPPUZHA,Kerela2021,0
14,Chandran,IND,0,12th Pass,52,"Rs 21,21,000 ~ 21 Lacs+","Rs 3,50,000 ~ 3 Lacs+",ALAPPUZHA,Kerela2021,0
15,Daleema,CPI(M),0,10th Pass,55,"Rs 1,02,09,000 ~ 1 Crore+",Rs 0 ~,ALAPPUZHA,Kerela2021,0
16,Dr. Vinu,Democratic Social Justice Party,0,Doctorate,44,"Rs 89,77,007 ~ 89 Lacs+","Rs 12,66,419 ~ 12 Lacs+",ALAPPUZHA,Kerela2021,10
17,Dr.K.S Manoj,INC,0,Graduate Professional,55,"Rs 5,87,91,026 ~ 5 Crore+",Rs 0 ~,ALAPPUZHA,Kerela2021,0
18,Geevarghese Samuel,IND,0,8th Pass,55,"Rs 62,50,000 ~ 62 Lacs+","Rs 12,00,000 ~ 12 Lacs+",ALAPPUZHA,Kerela2021,0
19,Gopinathan,SUCI(C),0,10th Pass,63,"Rs 3,13,218 ~ 3 Lacs+",Rs 0 ~,ALAPPUZHA,Kerela2021,0
20,H.Salam,CPI(M),7,12th Pass,48,"Rs 40,30,336 ~ 40 Lacs+","Rs 1,20,736 ~ 1 Lacs+",ALAPPUZHA,Kerela2021,0
21,K Prathapan,SUCI(C),0,12th Pass,48,"Rs 1,00,000 ~ 1 Lacs+",Rs 0 ~,ALAPPUZHA,Kerela2021,0
22,K. Soman,BJP,5,10th Pass,55,"Rs 18,28,490 ~ 18 Lacs+","Rs 1,60,000 ~ 1 Lacs+",ALAPPUZHA,Kerela2021,0
23,K.A Vinod,SUCI(C),0,Graduate,45,"Rs 67,397 ~ 67 Thou+",Rs 0 ~,ALAPPUZHA,Kerela2021,7
24,Karthikeyan,IND,0,12th Pass,52,"Rs 18,93,773 ~ 18 Lacs+","Rs 1,11,000 ~ 1 Lacs+",ALAPPUZHA,Kerela2021,0
25,Liju M,INC,36,Graduate Professional,41,"Rs 46,72,915 ~ 46 Lacs+","Rs 21,61,500 ~ 21 Lacs+",ALAPPUZHA,Kerela2021,0
26,M. V. Gopakumar,BJP,21,Graduate,48,"Rs 2,88,59,817 ~ 2 Crore+","Rs 97,137 ~ 97 Thou+",ALAPPUZHA,Kerela2021,7
27,Madhu. T,SUCI(C),0,12th Pass,49,"Rs 9,25,500 ~ 9 Lacs+","Rs 1,00,000 ~ 1 Lacs+",ALAPPUZHA,Kerela2021,0
28,Maniyappan Achari,IND,0,Graduate,75,"Rs 11,41,607 ~ 11 Lacs+",Rs 0 ~,ALAPPUZHA,Kerela2021,7
29,Melvin. K. Mathew,Democratic Social Justice Party,0,Graduate Professional,36,"Rs 82,80,000 ~ 82 Lacs+","Rs 15,00,000 ~ 15 Lacs+",ALAPPUZHA,Kerela2021,0
30,Murali,INC,2,Post Graduate,67,"Rs 3,04,68,197 ~ 3 Crore+","Rs 34,00,000 ~ 34 Lacs+",ALAPPUZHA,Kerela2021,0
31,Myna Gopinath,SUCI(C),0,Graduate,42,"Rs 5,52,750 ~ 5 Lacs+","Rs 2,00,000 ~ 2 Lacs+",ALAPPUZHA,Kerela2021,7
32,P Prasad,CPI,2,Graduate,51,"Rs 14,18,689 ~ 14 Lacs+",Rs 0 ~,ALAPPUZHA,Kerela2021,7
33,P.P Chitharanjan,CPI(M),8,10th Pass,58,"Rs 97,53,406 ~ 97 Lacs+",Rs 0 ~,ALAPPUZHA,Kerela2021,0
34,Poulose,IND,0,Graduate Professional,85,"Rs 2,48,65,000 ~ 2 Crore+",Rs 0 ~,ALAPPUZHA,Kerela2021,0
35,Pradeeplal,Bharath Dharma Jana Sena,0,12th Pass,57,"Rs 1,61,96,500 ~ 1 Crore+","Rs 60,91,311 ~ 60 Lacs+",ALAPPUZHA,Kerela2021,0
36,Pramod Perumpuzha,Anna Democratic Human Rights Movement Party of India,0,10th Pass,32,"Rs 20,000 ~ 20 Thou+",Rs 0 ~,ALAPPUZHA,Kerela2021,0
37,Rajeev R,IND,1,10th Pass,40,"Rs 27,000 ~ 27 Thou+",Rs 0 ~,ALAPPUZHA,Kerela2021,0
38,Ramesh Chennithala,INC,7,Graduate,64,"Rs 3,54,23,745 ~ 3 Crore+","Rs 2,04,24,034 ~ 2 Crore+",ALAPPUZHA,Kerela2021,7
39,Rugma Pradeep,BSP,0,10th Pass,37,"Rs 29,500 ~ 29 Thou+",Rs 0 ~,ALAPPUZHA,Kerela2021,0
40,Saji Cherian,CPI(M),0,Graduate,55,"Rs 68,10,153 ~ 68 Lacs+","Rs 2,93,369 ~ 2 Lacs+",ALAPPUZHA,Kerela2021,7
41,Sandeep.R,BJP,0,Post Graduate,41,"Rs 55,42,364 ~ 55 Lacs+","Rs 4,50,000 ~ 4 Lacs+",ALAPPUZHA,Kerela2021,0
42,Sanju K,BJP,5,10th Pass,43,"Rs 4,73,500 ~ 4 Lacs+","Rs 3,00,000 ~ 3 Lacs+",ALAPPUZHA,Kerela2021,0
43,Sarath S Kannattuveli,IND,0,Others,31,"Rs 15,07,480 ~ 15 Lacs+","Rs 3,00,000 ~ 3 Lacs+",ALAPPUZHA,Kerela2021,0
44,Sasikumar,SUCI(C),0,10th Pass,59,"Rs 11,36,179 ~ 11 Lacs+","Rs 1,58,896 ~ 1 Lacs+",ALAPPUZHA,Kerela2021,0
45,Sathyanarayanan S,IND,0,Post Graduate,52,"Rs 2,76,05,000 ~ 2 Crore+",Rs 0 ~,ALAPPUZHA,Kerela2021,0
46,Shajahan V A,IND,0,10th Pass,46,"Rs 20,900 ~ 20 Thou+",Rs 0 ~,ALAPPUZHA,Kerela2021,0
47,Shaji.T.George,BSP,0,12th Pass,48,"Rs 13,13,000 ~ 13 Lacs+",Rs 0 ~,ALAPPUZHA,Kerela2021,0
48,Shylendran,Bahujan Dravida Party,0,8th Pass,56,"Rs 2,46,000 ~ 2 Lacs+",Rs 0 ~,ALAPPUZHA,Kerela2021,0
49,Subaida,SUCI(C),0,10th Pass,47,"Rs 14,10,800 ~ 14 Lacs+",Rs 0 ~,ALAPPUZHA,Kerela2021,0
50,Subeendran K.C,BSP,2,8th Pass,42,"Rs 10,144 ~ 10 Thou+",Rs 0 ~,ALAPPUZHA,Kerela2021,0
51,Subhadramani,Welfare Party Of India,0,10th Pass,61,"Rs 41,28,128 ~ 41 Lacs+","Rs 11,51,000 ~ 11 Lacs+",ALAPPUZHA,Kerela2021,0
52,Subhash,IND,0,12th Pass,51,"Rs 5,500 ~ 5 Thou+","Rs 25,000 ~ 25 Thou+",ALAPPUZHA,Kerela2021,0
53,Suresh D,Ambedkarite Party of India,0,10th Pass,40,"Rs 2,20,500 ~ 2 Lacs+","Rs 73,000 ~ 73 Thou+",ALAPPUZHA,Kerela2021,0
54,Thahir,SDPI,0,Graduate,29,"Rs 14,000 ~ 14 Thou+",Rs 0 ~,ALAPPUZHA,Kerela2021,7
55,Thampi Mettuthara,Bharath Dharma Jana Sena,0,12th Pass,51,"Rs 1,46,19,495 ~ 1 Crore+","Rs 48,42,071 ~ 48 Lacs+",ALAPPUZHA,Kerela2021,0
56,Thomas K Thomas,NCP,0,10th Pass,63,"Rs 4,28,12,019 ~ 4 Crore+","Rs 25,08,333 ~ 25 Lacs+",ALAPPUZHA,Kerela2021,0
57,Vayalar Jayakumar,BSP,0,12th Pass,56,"Rs 35,50,000 ~ 35 Lacs+",Rs 0 ~,ALAPPUZHA,Kerela2021,0
58,Vayalar Rajeevan,Bahujan Dravida Party,0,12th Pass,48,"Rs 18,98,348 ~ 18 Lacs+","Rs 4,17,900 ~ 4 Lacs+",ALAPPUZHA,Kerela2021,0
0,A.B. Jayaprakash,Bharath Dharma Jana Sena,2,12th Pass,64,"Rs 2,83,15,499 ~ 2 Crore+","Rs 16,68,000 ~ 16 Lacs+",ERNAKULAM,Kerela2021,0
1,A.G. Ajayan,SUCI(C),0,10th Pass,59,"Rs 66,60,484 ~ 66 Lacs+",Rs 0 ~,ERNAKULAM,Kerela2021,0
2,Adv Eldose P Kunnapillil,INC,3,Post Graduate,42,"Rs 1,52,54,414 ~ 1 Crore+","Rs 16,53,000 ~ 16 Lacs+",ERNAKULAM,Kerela2021,0
3,Adv. C.N. Prakash,Twenty 20 Party,0,Post Graduate,42,"Rs 1,26,25,650 ~ 1 Crore+","Rs 9,19,789 ~ 9 Lacs+",ERNAKULAM,Kerela2021,0
4,Adv. Jose Thettayil,JD(S),0,Graduate Professional,70,"Rs 2,58,65,686 ~ 2 Crore+","Rs 14,32,809 ~ 14 Lacs+",ERNAKULAM,Kerela2021,0
5,Adv. K V Sabu,BJP,0,Post Graduate,59,"Rs 2,59,95,000 ~ 2 Crore+","Rs 52,00,000 ~ 52 Lacs+",ERNAKULAM,Kerela2021,0
6,Adv. M. Swaraj,CPI(M),7,Post Graduate,41,"Rs 71,88,822 ~ 71 Lacs+",Rs 0 ~,ERNAKULAM,Kerela2021,0
7,Adv. P.V.Sreenijin,CPI(M),0,Post Graduate,45,"Rs 15,36,52,638 ~ 15 Crore+","Rs 3,99,19,248 ~ 3 Crore+",ERNAKULAM,Kerela2021,0
8,Adv. V. E. Abdul Gafoor,IUML,5,Graduate Professional,44,"Rs 4,81,65,649 ~ 4 Crore+","Rs 1,34,20,826 ~ 1 Crore+",ERNAKULAM,Kerela2021,0
9,Adv.K.S. Shaiju,BJP,6,Graduate Professional,44,"Rs 42,05,000 ~ 42 Lacs+","Rs 15,88,000 ~ 15 Lacs+",ERNAKULAM,Kerela2021,0
10,Adv.P.T.Thomas,INC,9,Post Graduate,70,"Rs 1,49,07,116 ~ 1 Crore+","Rs 58,19,035 ~ 58 Lacs+",ERNAKULAM,Kerela2021,0
11,Adv.T P Sindhumol,BJP,6,Post Graduate,44,"Rs 74,65,309 ~ 74 Lacs+","Rs 5,75,000 ~ 5 Lacs+",ERNAKULAM,Kerela2021,0
12,Ajmal K Mujeeb,SDPI,2,12th Pass,44,"Rs 42,30,000 ~ 42 Lacs+","Rs 10,00,000 ~ 10 Lacs+",ERNAKULAM,Kerela2021,0
13,Anoop Jacob,Kerala Congress (Jacob),8,Graduate Professional,43,"Rs 18,72,89,677 ~ 18 Crore+","Rs 12,00,000 ~ 12 Lacs+",ERNAKULAM,Kerela2021,0
14,Anto Johny,IND,2,Graduate,30,"Rs 5,58,950 ~ 5 Lacs+","Rs 5,35,000 ~ 5 Lacs+",ERNAKULAM,Kerela2021,7
15,Antony John,CPI(M),0,Graduate,38,"Rs 1,40,83,623 ~ 1 Crore+","Rs 28,65,705 ~ 28 Lacs+",ERNAKULAM,Kerela2021,7
16,Anwar Sadath,INC,18,10th Pass,46,"Rs 62,57,578 ~ 62 Lacs+","Rs 40,11,400 ~ 40 Lacs+",ERNAKULAM,Kerela2021,0
17,Ar Shelna Nishad,IND,0,Graduate Professional,34,"Rs 84,40,887 ~ 84 Lacs+","Rs 47,61,419 ~ 47 Lacs+",ERNAKULAM,Kerela2021,0
18,Arshad K M,Welfare Party Of India,0,Others,41,"Rs 84,09,811 ~ 84 Lacs+",Rs 0 ~,ERNAKULAM,Kerela2021,0
19,Arun Babu. P. C.,SHS,2,8th Pass,35,"Rs 5,11,000 ~ 5 Lacs+",Rs 0 ~,ERNAKULAM,Kerela2021,0
20,Ashokan,IND,0,8th Pass,64,"Rs 15,78,131 ~ 15 Lacs+","Rs 3,396 ~ 3 Thou+",ERNAKULAM,Kerela2021,0
21,Babu Joseph Irumala,IND,1,12th Pass,58,"Rs 55,81,200 ~ 55 Lacs+",Rs 0 ~,ERNAKULAM,Kerela2021,0
22,Babu Joseph Perumbavoor,Kerala Congress (M),0,Graduate,65,"Rs 5,10,26,135 ~ 5 Crore+","Rs 1,17,439 ~ 1 Lacs+",ERNAKULAM,Kerela2021,7
23,Binoj,IND,0,10th Pass,40,"Rs 1,87,500 ~ 1 Lacs+",Rs 0 ~,ERNAKULAM,Kerela2021,0
24,C N Mukundan,SUCI(C),0,10th Pass,54,"Rs 6,22,714 ~ 6 Lacs+",Rs 0 ~,ERNAKULAM,Kerela2021,0
25,C. B. Ashokan,SUCI(C),0,12th Pass,57,"Rs 30,68,500 ~ 30 Lacs+",Rs 0 ~,ERNAKULAM,Kerela2021,0
26,C. K. Thampi,SUCI(C),0,10th Pass,53,"Rs 8,45,787 ~ 8 Lacs+",Rs 0 ~,ERNAKULAM,Kerela2021,0
27,C.G.Rajagopal,BJP,20,Graduate,47,"Rs 45,77,225 ~ 45 Lacs+",Rs 0 ~,ERNAKULAM,Kerela2021,7
28,Chithra Sukumaran,Twenty 20 Party,0,12th Pass,52,"Rs 14,39,96,545 ~ 14 Crore+","Rs 21,85,774 ~ 21 Lacs+",ERNAKULAM,Kerela2021,0
29,Deepak Joy,INC,17,10th Pass,37,"Rs 22,98,765 ~ 22 Lacs+",Rs 0 ~,ERNAKULAM,Kerela2021,0
30,Dr. Joe Joseph,Twenty 20 Party,0,Post Graduate,52,"Rs 12,83,96,662 ~ 12 Crore+","Rs 26,00,000 ~ 26 Lacs+",ERNAKULAM,Kerela2021,0
31,Dr. K. S. Radhakrishnan,BJP,211,Doctorate,66,"Rs 1,20,58,700 ~ 1 Crore+",Rs 0 ~,ERNAKULAM,Kerela2021,10
32,Dr. Mathew Kuzhalnadan,INC,3,Doctorate,43,"Rs 34,77,02,751 ~ 34 Crore+","Rs 33,51,076 ~ 33 Lacs+",ERNAKULAM,Kerela2021,10
33,Dr. Sindhumol Jacob,Kerala Congress (M),0,Others,49,"Rs 1,92,02,530 ~ 1 Crore+",Rs 0 ~,ERNAKULAM,Kerela2021,0
34,Dr. Sujith.P.Surendran,Twenty 20 Party,0,Doctorate,37,"Rs 87,68,494 ~ 87 Lacs+","Rs 30,85,283 ~ 30 Lacs+",ERNAKULAM,Kerela2021,10
35,Dr.J.Jacob,IND,0,Post Graduate,47,"Rs 2,98,34,715 ~ 2 Crore+","Rs 1,32,00,000 ~ 1 Crore+",ERNAKULAM,Kerela2021,0
36,Dr.Job Chakalakal,Twenty 20 Party,0,Doctorate,62,"Rs 1,60,94,872 ~ 1 Crore+","Rs 50,29,813 ~ 50 Lacs+",ERNAKULAM,Kerela2021,10
37,Dr.M.K. Mukundan,IND,0,Doctorate,73,"Rs 5,71,97,000 ~ 5 Crore+",Rs 0 ~,ERNAKULAM,Kerela2021,10
38,Dr.Terry Thomas,Twenty 20 Party,0,Post Graduate,44,"Rs 7,31,93,750 ~ 7 Crore+","Rs 64,64,492 ~ 64 Lacs+",ERNAKULAM,Kerela2021,0
39,Eldho Abraham,CPI,6,Graduate,45,"Rs 22,70,113 ~ 22 Lacs+","Rs 6,25,553 ~ 6 Lacs+",ERNAKULAM,Kerela2021,7
40,Jiji Joseph,BJP,0,Graduate,47,"Rs 78,41,090 ~ 78 Lacs+","Rs 70,770 ~ 70 Thou+",ERNAKULAM,Kerela2021,7
41,Jinu,IND,0,12th Pass,37,"Rs 4,91,600 ~ 4 Lacs+","Rs 1,00,000 ~ 1 Lacs+",ERNAKULAM,Kerela2021,0
42,Jothilakshmi,SUCI(C),0,10th Pass,49,"Rs 34,28,853 ~ 34 Lacs+","Rs 50,000 ~ 50 Thou+",ERNAKULAM,Kerela2021,0
43,K. Babu,INC,12,Graduate,70,"Rs 2,14,74,880 ~ 2 Crore+",Rs 0 ~,ERNAKULAM,Kerela2021,7
44,K. P. Ayappen,IND,1,12th Pass,46,"Rs 45,11,500 ~ 45 Lacs+","Rs 85,000 ~ 85 Thou+",ERNAKULAM,Kerela2021,0
45,K. S. Anilkumar,IND,0,8th Pass,48,"Rs 6,71,043 ~ 6 Lacs+",Rs 0 ~,ERNAKULAM,Kerela2021,0
46,K.J. Maxy,CPI(M),1,8th Pass,58,"Rs 1,59,00,255 ~ 1 Crore+","Rs 17,97,858 ~ 17 Lacs+",ERNAKULAM,Kerela2021,0
47,K.M. Shefrin,Welfare Party Of India,0,Post Graduate,33,"Rs 7,43,520 ~ 7 Lacs+","Rs 1,49,185 ~ 1 Lacs+",ERNAKULAM,Kerela2021,0
48,K.N. Unnikrishnan,CPI(M),1,10th Pass,60,"Rs 1,19,48,598 ~ 1 Crore+",Rs 0 ~,ERNAKULAM,Kerela2021,0
49,K.V. Sarala,IND,1,8th Pass,67,"Rs 34,50,000 ~ 34 Lacs+",Rs 0 ~,ERNAKULAM,Kerela2021,0
50,Krishnan Eranhikal,SDPI,0,Graduate,48,"Rs 6,70,000 ~ 6 Lacs+",Rs 0 ~,ERNAKULAM,Kerela2021,7
51,Krishnaprasad,Democratic Social Justice Party,0,Graduate,68,"Rs 85,24,022 ~ 85 Lacs+",Rs 0 ~,ERNAKULAM,Kerela2021,7
52,M Ashish,BJP,2,12th Pass,41,"Rs 18,33,123 ~ 18 Lacs+","Rs 14,000 ~ 14 Thou+",ERNAKULAM,Kerela2021,0
53,M.N. Gopi,BJP,6,10th Pass,52,"Rs 75,48,327 ~ 75 Lacs+","Rs 10,18,873 ~ 10 Lacs+",ERNAKULAM,Kerela2021,0
54,M.T. Nixon,CPI,0,12th Pass,60,"Rs 1,37,02,517 ~ 1 Crore+","Rs 7,00,000 ~ 7 Lacs+",ERNAKULAM,Kerela2021,0
55,Manikuttan.A.T,BSP,0,10th Pass,50,"Rs 5,31,000 ~ 5 Lacs+",Rs 0 ~,ERNAKULAM,Kerela2021,0
56,Martin Paul,IND,0,10th Pass,48,"Rs 32,82,800 ~ 32 Lacs+",Rs 0 ~,ERNAKULAM,Kerela2021,0
57,N.K.Biju,BSP,0,10th Pass,49,"Rs 34,57,770 ~ 34 Lacs+","Rs 3,47,927 ~ 3 Lacs+",ERNAKULAM,Kerela2021,0
58,Nayana Unnikrishnan,IND,0,12th Pass,27,"Rs 25,000 ~ 25 Thou+",Rs 0 ~,ERNAKULAM,Kerela2021,0
59,Nipun Cherian,IND,6,Graduate Professional,35,"Rs 45,37,122 ~ 45 Lacs+","Rs 10,00,000 ~ 10 Lacs+",ERNAKULAM,Kerela2021,0
60,P. M. K. Bava,IND,0,10th Pass,59,"Rs 1,64,29,934 ~ 1 Crore+","Rs 14,24,270 ~ 14 Lacs+",ERNAKULAM,Kerela2021,0
61,P. Rajeeve,CPI(M),3,Graduate Professional,53,"Rs 5,33,49,321 ~ 5 Crore+","Rs 13,43,496 ~ 13 Lacs+",ERNAKULAM,Kerela2021,0
62,P. S. Jayaraj,Bharath Dharma Jana Sena,1,10th Pass,56,"Rs 2,46,19,148 ~ 2 Crore+","Rs 7,05,386 ~ 7 Lacs+",ERNAKULAM,Kerela2021,0
63,P. S. Unnikrishnan,BSP,0,12th Pass,38,"Rs 5,90,398 ~ 5 Lacs+","Rs 1,66,000 ~ 1 Lacs+",ERNAKULAM,Kerela2021,0
64,P.M.Shibu,BSP,0,Graduate,39,"Rs 10,700 ~ 10 Thou+","Rs 1,19,000 ~ 1 Lacs+",ERNAKULAM,Kerela2021,7
65,Padmaja S. Menon,BJP,6,Post Graduate,58,"Rs 7,70,12,186 ~ 7 Crore+","Rs 11,30,000 ~ 11 Lacs+",ERNAKULAM,Kerela2021,0
66,Prof. Leslie Pallath,Twenty 20 Party,0,Post Graduate,69,"Rs 30,36,97,923 ~ 30 Crore+",Rs 0 ~,ERNAKULAM,Kerela2021,0
67,Rajaneesh Babu,IND,1,8th Pass,40,"Rs 24,168 ~ 24 Thou+",Rs 0 ~,ERNAKULAM,Kerela2021,0
68,Rajesh Pairoad,IND,0,10th Pass,44,"Rs 5,700 ~ 5 Thou+",Rs 0 ~,ERNAKULAM,Kerela2021,0
69,Renju P B,IND,0,Post Graduate,30,"Rs 2,37,20,000 ~ 2 Crore+","Rs 50,000 ~ 50 Thou+",ERNAKULAM,Kerela2021,0
70,Renu Suresh,BJP,6,Graduate,44,"Rs 29,95,600 ~ 29 Lacs+","Rs 10,00,000 ~ 10 Lacs+",ERNAKULAM,Kerela2021,7
71,Riyas Yusuf,IND,0,Post Graduate,33,"Rs 1,13,000 ~ 1 Lacs+","Rs 8,50,000 ~ 8 Lacs+",ERNAKULAM,Kerela2021,0
72,Roji M John,INC,5,Post Graduate,38,"Rs 1,76,97,270 ~ 1 Crore+","Rs 19,94,000 ~ 19 Lacs+",ERNAKULAM,Kerela2021,0
73,S Saji,BJP,0,Post Graduate,50,"Rs 1,37,92,585 ~ 1 Crore+","Rs 13,19,073 ~ 13 Lacs+",ERNAKULAM,Kerela2021,0
74,Sathyanesan Ezhikkara,IND,0,Literate,55,"Rs 3,25,000 ~ 3 Lacs+",Rs 0 ~,ERNAKULAM,Kerela2021,2
75,Shaji George Plakkil,IND,5,8th Pass,56,"Rs 3,83,36,423 ~ 3 Crore+","Rs 1,95,00,000 ~ 1 Crore+",ERNAKULAM,Kerela2021,0
76,Shaji George Pranatha,IND,0,Others,51,"Rs 68,58,685 ~ 68 Lacs+","Rs 5,30,206 ~ 5 Lacs+",ERNAKULAM,Kerela2021,0
77,Shibu,IND,0,10th Pass,42,"Rs 50,87,733 ~ 50 Lacs+","Rs 3,00,000 ~ 3 Lacs+",ERNAKULAM,Kerela2021,0
78,Shibu Thekkan,IND,0,Others,43,"Rs 1,54,500 ~ 1 Lacs+",Rs 0 ~,ERNAKULAM,Kerela2021,0
79,Shibu Thekkumpuram,Kerala Congress,4,Graduate Professional,55,"Rs 51,69,92,483 ~ 51 Crore+","Rs 26,23,90,827 ~ 26 Crore+",ERNAKULAM,Kerela2021,0
80,Shine K Krishnan,Bharath Dharma Jana Sena,0,12th Pass,47,"Rs 65,20,740 ~ 65 Lacs+","Rs 11,00,000 ~ 11 Lacs+",ERNAKULAM,Kerela2021,0
81,Shiny Antony,Twenty 20 Party,0,Others,44,"Rs 4,65,76,375 ~ 4 Crore+","Rs 1,20,11,036 ~ 1 Crore+",ERNAKULAM,Kerela2021,0
82,Siciliamma Teacher,IND,0,Graduate Professional,69,"Rs 40,54,000 ~ 40 Lacs+",Rs 0 ~,ERNAKULAM,Kerela2021,0
83,Sindhumol C,IND,0,8th Pass,46,"Rs 1,78,000 ~ 1 Lacs+",Rs 0 ~,ERNAKULAM,Kerela2021,0
84,Stalin Nikathithara,BSP,0,Illiterate,51,"Rs 10,55,600 ~ 10 Lacs+",Rs 0 ~,ERNAKULAM,Kerela2021,1
85,Subin,IND,0,12th Pass,34,"Rs 1,52,050 ~ 1 Lacs+",Rs 0 ~,ERNAKULAM,Kerela2021,0
86,Sujith C. Sukumaran,IND,1,Graduate Professional,42,"Rs 3,05,68,480 ~ 3 Crore+",Rs 0 ~,ERNAKULAM,Kerela2021,0
87,Sujith.K.Surendran,IND,0,10th Pass,36,"Rs 1,24,604 ~ 1 Lacs+",Rs 0 ~,ERNAKULAM,Kerela2021,0
88,T. J. Vinod,INC,23,12th Pass,57,"Rs 3,94,24,866 ~ 3 Crore+","Rs 19,05,750 ~ 19 Lacs+",ERNAKULAM,Kerela2021,0
89,T.M. Moosa,SDPI,0,10th Pass,50,"Rs 66,15,365 ~ 66 Lacs+",Rs 0 ~,ERNAKULAM,Kerela2021,0
90,Tony Chammany,INC,10,Graduate,51,"Rs 7,14,82,292 ~ 7 Crore+","Rs 1,25,98,120 ~ 1 Crore+",ERNAKULAM,Kerela2021,7
91,V. M. Faisal,SDPI,3,10th Pass,42,"Rs 32,78,784 ~ 32 Lacs+","Rs 4,68,000 ~ 4 Lacs+",ERNAKULAM,Kerela2021,0
92,V.A Rasheed,SDPI,4,10th Pass,45,"Rs 2,16,565 ~ 2 Lacs+",Rs 0 ~,ERNAKULAM,Kerela2021,0
93,V.D. Satheesan,INC,7,Graduate Professional,56,"Rs 6,69,12,677 ~ 6 Crore+",Rs 0 ~,ERNAKULAM,Kerela2021,0
94,V.P.Sajeendran,INC,4,Graduate Professional,51,"Rs 1,45,89,546 ~ 1 Crore+","Rs 8,61,264 ~ 8 Lacs+",ERNAKULAM,Kerela2021,0
95,Velayudhan,IND,0,Literate,66,"Rs 9,38,500 ~ 9 Lacs+","Rs 1,99,602 ~ 1 Lacs+",ERNAKULAM,Kerela2021,2
96,Velayudhan.V.K,IND,0,10th Pass,48,"Rs 34,36,000 ~ 34 Lacs+",Rs 0 ~,ERNAKULAM,Kerela2021,0
97,Viswakala Thankappan,Marxist Communist Party of India (United),0,8th Pass,66,"Rs 31,32,579 ~ 31 Lacs+","Rs 16,88,000 ~ 16 Lacs+",ERNAKULAM,Kerela2021,0
0,A C Biju,BSP,2,Graduate,35,"Rs 15,84,056 ~ 15 Lacs+","Rs 1,00,000 ~ 1 Lacs+",IDUKKI,Kerela2021,7
1,Adv. A. Raja,CPI(M),1,Graduate Professional,35,"Rs 33,15,231 ~ 33 Lacs+","Rs 95,697 ~ 95 Thou+",IDUKKI,Kerela2021,0
2,Adv. E.M. Augusthy,INC,11,Graduate Professional,70,"Rs 3,85,89,956 ~ 3 Crore+","Rs 1,63,05,146 ~ 1 Crore+",IDUKKI,Kerela2021,0
3,Adv. K Francis George,Kerala Congress,4,Graduate Professional,65,"Rs 6,22,01,976 ~ 6 Crore+","Rs 42,84,282 ~ 42 Lacs+",IDUKKI,Kerela2021,0
4,Adv. Sangeetha Viswanathan,Bharath Dharma Jana Sena,1,Post Graduate,44,"Rs 3,96,28,226 ~ 3 Crore+","Rs 24,37,303 ~ 24 Lacs+",IDUKKI,Kerela2021,0
