,Candidate Name,Party,Criminal Cases,Education,Age,Assets,Liabilities,District,Election,EduRank
29,Jagtar Singh,AITC,0,12th Pass,45,"Rs 17,58,915 ~ 17 Lacs+","Rs 1,00,000 ~ 1 Lacs+",BATHINDA,Punjab2017,0
30,Janmeja Singh,SAD,0,12th Pass,72,"Rs 12,58,26,000 ~ 12 Crore+","Rs 5,83,37,000 ~ 5 Crore+",BATHINDA,Punjab2017,0
31,Jaswant Singh Sidhu,IND,0,5th Pass,49,"Rs 1,31,15,000 ~ 1 Crore+","Rs 8,50,000 ~ 8 Lacs+",BATHINDA,Punjab2017,0
32,Jaswinder Singh Gill,Aapna Punjab Party,0,Graduate,38,"Rs 58,000 ~ 58 Thou+","Rs 1,50,000 ~ 1 Lacs+",BATHINDA,Punjab2017,7
33,Jatinder Roy Khattar,Aapna Punjab Party,0,Post Graduate,69,"Rs 50,67,961 ~ 50 Lacs+","Rs 84,327 ~ 84 Thou+",BATHINDA,Punjab2017,0
34,Jeetmohinder Singh Sidhu,SAD,1,Graduate Professional,53,"Rs 11,87,53,834 ~ 11 Crore+","Rs 20,56,796 ~ 20 Lacs+",BATHINDA,Punjab2017,0
35,Karamjit Singh,IND,0,10th Pass,47,"Rs 1,24,33,524 ~ 1 Crore+","Rs 14,00,000 ~ 14 Lacs+",BATHINDA,Punjab2017,0
36,Karamjit Singh,IND,0,10th Pass,50,"Rs 1,42,679 ~ 1 Lacs+",Rs 0 ~,BATHINDA,Punjab2017,0
37,Khushbaz Singh,INC,0,Graduate Professional,36,"Rs 1,66,93,279 ~ 1 Crore+","Rs 2,13,19,650 ~ 2 Crore+",BATHINDA,Punjab2017,0
38,Kiranjit Singh Gehri,IND,1,10th Pass,48,"Rs 2,10,500 ~ 2 Lacs+","Rs 1,50,000 ~ 1 Lacs+",BATHINDA,Punjab2017,0
39,Manjit Singh,IND,0,8th Pass,51,"Rs 61,57,450 ~ 61 Lacs+","Rs 2,00,000 ~ 2 Lacs+",BATHINDA,Punjab2017,0
40,Manjit Singh Sidhu,AAP,0,Graduate Professional,47,"Rs 19,12,66,175 ~ 19 Crore+","Rs 1,44,19,880 ~ 1 Crore+",BATHINDA,Punjab2017,0
41,Manpreet Singh Badal,INC,0,Graduate Professional,54,"Rs 40,37,15,913 ~ 40 Crore+","Rs 7,09,73,208 ~ 7 Crore+",BATHINDA,Punjab2017,0
42,Mumtaj,BSP,0,Illiterate,48,"Rs 6,34,000 ~ 6 Lacs+",Rs 0 ~,BATHINDA,Punjab2017,1
43,Paramjit Singh Sidhu,IND,0,10th Pass,43,"Rs 1,24,79,552 ~ 1 Crore+","Rs 11,00,000 ~ 11 Lacs+",BATHINDA,Punjab2017,0
44,Parveen Hiteshi,SHS,0,Graduate Professional,38,"Rs 60,000 ~ 60 Thou+",Rs 0 ~,BATHINDA,Punjab2017,0
45,Pritam Singh,INC,0,10th Pass,50,"Rs 5,72,38,706 ~ 5 Crore+","Rs 1,25,96,422 ~ 1 Crore+",BATHINDA,Punjab2017,0
46,Rupinder Kaur Ruby,AAP,0,Post Graduate,28,"Rs 1,74,831 ~ 1 Lacs+",Rs 0 ~,BATHINDA,Punjab2017,0
47,Sant Lal,Bahujan Mukti Party,0,10th Pass,51,"Rs 7,109 ~ 7 Thou+",Rs 0 ~,BATHINDA,Punjab2017,0
48,Sarup Chand Singla,SAD,0,8th Pass,56,"Rs 13,59,00,107 ~ 13 Crore+","Rs 93,16,100 ~ 93 Lacs+",BATHINDA,Punjab2017,0
49,Satish Kumar,IND,0,Graduate Professional,58,"Rs 3,30,34,000 ~ 3 Crore+","Rs 17,00,000 ~ 17 Lacs+",BATHINDA,Punjab2017,0
50,Sikander Singh,IND,0,12th Pass,34,"Rs 6,18,723 ~ 6 Lacs+",Rs 0 ~,BATHINDA,Punjab2017,0
51,Sikander Singh Maluka,SAD,0,10th Pass,67,"Rs 10,78,71,695 ~ 10 Crore+",Rs 0 ~,BATHINDA,Punjab2017,0
52,Simarjit Singh,IND,0,12th Pass,31,"Rs 60,000 ~ 60 Thou+",Rs 0 ~,BATHINDA,Punjab2017,0
53,Sukhchain Singh,Hindustan Shakti Sena,0,Illiterate,38,"Rs 15,20,673 ~ 15 Lacs+",Rs 0 ~,BATHINDA,Punjab2017,1
54,Sukhraj Singh Natt,IND,0,10th Pass,50,"Rs 2,25,05,987 ~ 2 Crore+","Rs 1,28,32,822 ~ 1 Crore+",BATHINDA,Punjab2017,0
55,Suresh Kumar,BSP,0,8th Pass,44,"Rs 7,38,500 ~ 7 Lacs+","Rs 4,61,367 ~ 4 Lacs+",BATHINDA,Punjab2017,0
56,Surinder Pal,AITC,0,10th Pass,49,"Rs 11,02,903 ~ 11 Lacs+","Rs 27,000 ~ 27 Thou+",BATHINDA,Punjab2017,0
57,Surjeet Singh Sohi,CPI,0,Graduate Professional,61,"Rs 39,04,000 ~ 39 Lacs+",Rs 0 ~,BATHINDA,Punjab2017,0
58,Taranpal Singh Dhillon,AITC,0,Graduate Professional,32,"Rs 82,72,112 ~ 82 Lacs+",Rs 0 ~,BATHINDA,Punjab2017,0
59,Varinder Singh Dhillon,Aapna Punjab Party,0,Post Graduate,Unknown,"Rs 49,63,520 ~ 49 Lacs+","Rs 4,00,000 ~ 4 Lacs+",BATHINDA,Punjab2017,0
0,Avtar Krishan,BSP,0,Post Graduate,39,"Rs 6,50,521 ~ 6 Lacs+",Rs 0 ~,FARIDKOT,Punjab2017,0
1,Avtar Singh Sahota,AITC,0,Post Graduate,50,"Rs 96,76,205 ~ 96 Lacs+","Rs 21,90,852 ~ 21 Lacs+",FARIDKOT,Punjab2017,0
2,Baldev Singh,AAP,0,12th Pass,59,"Rs 58,67,769 ~ 58 Lacs+","Rs 14,418 ~ 14 Thou+",FARIDKOT,Punjab2017,0
3,Balvir Singh,CPI,0,5th Pass,56,"Rs 35,000 ~ 35 Thou+",Rs 0 ~,FARIDKOT,Punjab2017,0
4,Bhai Harnirpal Singh,INC,0,10th Pass,66,"Rs 11,63,51,161 ~ 11 Crore+","Rs 68,90,891 ~ 68 Lacs+",FARIDKOT,Punjab2017,0
5,Bunty,IND,0,8th Pass,26,"Rs 48,000 ~ 48 Thou+","Rs 25,000 ~ 25 Thou+",FARIDKOT,Punjab2017,0
6,Dr. Jiwan Jot Kaur,IND,0,Graduate Professional,65,"Rs 1,42,19,500 ~ 1 Crore+","Rs 4,10,000 ~ 4 Lacs+",FARIDKOT,Punjab2017,0
7,Gurbax Singh,BSP,0,12th Pass,56,"Rs 1,31,52,000 ~ 1 Crore+",Rs 0 ~,FARIDKOT,Punjab2017,0
8,Gurdeep Singh,Shiromani Akali Dal (A)(Simranjit Singh Mann),0,10th Pass,59,"Rs 34,81,087 ~ 34 Lacs+",Rs 0 ~,FARIDKOT,Punjab2017,0
9,Gurdeep Singh,IND,0,10th Pass,52,"Rs 2,78,047 ~ 2 Lacs+",Rs 0 ~,FARIDKOT,Punjab2017,0
10,Gurdit Singh,AAP,0,10th Pass,45,"Rs 2,73,70,549 ~ 2 Crore+","Rs 17,00,000 ~ 17 Lacs+",FARIDKOT,Punjab2017,0
11,Gurpreet Singh,IND,0,12th Pass,28,"Rs 11,901 ~ 11 Thou+","Rs 2,00,000 ~ 2 Lacs+",FARIDKOT,Punjab2017,0
12,Hardip Singh Kingra,Aapna Punjab Party,0,Post Graduate,64,"Rs 1,61,52,000 ~ 1 Crore+","Rs 22,00,000 ~ 22 Lacs+",FARIDKOT,Punjab2017,0
13,Harpal Singh,Aapna Punjab Party,0,Doctorate,52,"Rs 1,92,16,053 ~ 1 Crore+","Rs 24,10,558 ~ 24 Lacs+",FARIDKOT,Punjab2017,10
14,Jagroop Singh,National Adhikar Insaf Party,0,12th Pass,59,"Rs 89,75,988 ~ 89 Lacs+",Rs 0 ~,FARIDKOT,Punjab2017,0
15,Jaswinder Singh,IND,0,Literate,35,"Rs 7,56,250 ~ 7 Lacs+",Rs 0 ~,FARIDKOT,Punjab2017,2
16,Kikar Singh,BSP,1,5th Pass,52,"Rs 31,22,000 ~ 31 Lacs+",Rs 0 ~,FARIDKOT,Punjab2017,0
17,Kultar Singh,AAP,0,Graduate Professional,41,"Rs 74,59,124 ~ 74 Lacs+",Rs 0 ~,FARIDKOT,Punjab2017,0
18,Kusaldeep Singh,INC,0,Graduate,43,"Rs 12,66,70,487 ~ 12 Crore+","Rs 34,03,689 ~ 34 Lacs+",FARIDKOT,Punjab2017,7
19,Manjit Singh Alias Suba Singh,SAD,0,Graduate,57,"Rs 3,27,81,650 ~ 3 Crore+","Rs 21,15,580 ~ 21 Lacs+",FARIDKOT,Punjab2017,7
20,Mantar Singh,SAD,0,Post Graduate,52,"Rs 7,09,53,780 ~ 7 Crore+","Rs 50,34,310 ~ 50 Lacs+",FARIDKOT,Punjab2017,0
21,Mohammad Sadique,INC,0,5th Pass,77,"Rs 1,76,24,873 ~ 1 Crore+","Rs 7,00,000 ~ 7 Lacs+",FARIDKOT,Punjab2017,0
22,Parambans Singh,SAD,0,Graduate,43,"Rs 2,69,60,188 ~ 2 Crore+","Rs 26,82,568 ~ 26 Lacs+",FARIDKOT,Punjab2017,7
23,Prem Singh,IND,0,8th Pass,35,"Rs 75,80,167 ~ 75 Lacs+","Rs 70,000 ~ 70 Thou+",FARIDKOT,Punjab2017,0
24,Pyara Singh,RPI(A),0,Illiterate,67,"Rs 5,00,700 ~ 5 Lacs+",Rs 0 ~,FARIDKOT,Punjab2017,1
25,Ramesh Kumar,IND,0,5th Pass,40,"Rs 18,82,157 ~ 18 Lacs+",Rs 0 ~,FARIDKOT,Punjab2017,0
26,Ravinder Pal Kaur,Democratic Swaraj Party,0,10th Pass,51,"Rs 1,83,19,749 ~ 1 Crore+","Rs 6,11,740 ~ 6 Lacs+",FARIDKOT,Punjab2017,0
27,Surinder Kumar,Aapna Punjab Party,0,12th Pass,59,"Rs 99,47,185 ~ 99 Lacs+","Rs 9,99,130 ~ 9 Lacs+",FARIDKOT,Punjab2017,0
0,Darbara Singh Guru,SAD,0,Post Graduate,64,"Rs 4,45,22,000 ~ 4 Crore+","Rs 1,67,00,000 ~ 1 Crore+",FATEHGARH SAHIB,Punjab2017,0
1,Dharam Singh,Shiromani Akali Dal (A)(Simranjit Singh Mann),0,10th Pass,50,"Rs 8,48,000 ~ 8 Lacs+",Rs 0 ~,FATEHGARH SAHIB,Punjab2017,0
2,Didar Singh,SAD,0,Graduate Professional,66,"Rs 17,31,30,000 ~ 17 Crore+","Rs 37,00,000 ~ 37 Lacs+",FATEHGARH SAHIB,Punjab2017,0
3,Gurdeep Singh,IND,0,12th Pass,58,"Rs 2,85,000 ~ 2 Lacs+","Rs 50,000 ~ 50 Thou+",FATEHGARH SAHIB,Punjab2017,0
4,Gurjinder Singh,Jai Jawan Jai Kisan Party,0,12th Pass,40,"Rs 6,62,000 ~ 6 Lacs+",Rs 0 ~,FATEHGARH SAHIB,Punjab2017,0
5,Gurpreet Singh,INC,0,12th Pass,45,"Rs 78,74,275 ~ 78 Lacs+","Rs 2,10,879 ~ 2 Lacs+",FATEHGARH SAHIB,Punjab2017,0
6,Gurpreet Singh Bhatti,AAP,0,12th Pass,44,"Rs 31,51,01,155 ~ 31 Crore+","Rs 1,37,12,961 ~ 1 Crore+",FATEHGARH SAHIB,Punjab2017,0
7,Gurpreet Singh Bhatti Amampura,IND,0,Graduate,33,"Rs 1,81,123 ~ 1 Lacs+","Rs 9,000 ~ 9 Thou+",FATEHGARH SAHIB,Punjab2017,7
8,Gurpreet Singh Raju Khanna,SAD,0,Graduate,45,"Rs 82,57,125 ~ 82 Lacs+","Rs 29,26,841 ~ 29 Lacs+",FATEHGARH SAHIB,Punjab2017,7
9,Harnek Singh Diwana,IND,0,Graduate Professional,69,"Rs 1,16,000 ~ 1 Lacs+",Rs 0 ~,FATEHGARH SAHIB,Punjab2017,0
10,Jagmeet Singh Sahota,IND,0,Graduate Professional,52,"Rs 4,55,15,369 ~ 4 Crore+","Rs 23,00,000 ~ 23 Lacs+",FATEHGARH SAHIB,Punjab2017,0
11,Kuldip Singh,Shiromani Akali Dal (A)(Simranjit Singh Mann),0,5th Pass,50,"Rs 1,04,50,340 ~ 1 Crore+","Rs 5,50,000 ~ 5 Lacs+",FATEHGARH SAHIB,Punjab2017,0
12,Kuljit Singh Nagra,INC,0,Graduate Professional,51,"Rs 5,75,18,762 ~ 5 Crore+","Rs 26,12,744 ~ 26 Lacs+",FATEHGARH SAHIB,Punjab2017,0
13,Lakhvir Singh,Shiromani Akali Dal (A)(Simranjit Singh Mann),0,8th Pass,44,"Rs 88,14,965 ~ 88 Lacs+",Rs 0 ~,FATEHGARH SAHIB,Punjab2017,0
14,Lakhvir Singh Rai,AAP,0,Graduate Professional,46,"Rs 7,77,23,489 ~ 7 Crore+","Rs 52,00,593 ~ 52 Lacs+",FATEHGARH SAHIB,Punjab2017,0
15,Manjinder Singh,Aapna Punjab Party,0,Graduate,42,"Rs 22,86,824 ~ 22 Lacs+","Rs 3,00,000 ~ 3 Lacs+",FATEHGARH SAHIB,Punjab2017,7
16,Mohinder Singh,BSP,0,10th Pass,67,"Rs 43,44,000 ~ 43 Lacs+","Rs 5,00,000 ~ 5 Lacs+",FATEHGARH SAHIB,Punjab2017,0
17,Navab Ali,IND,0,8th Pass,40,"Rs 51,000 ~ 51 Thou+","Rs 15,00,000 ~ 15 Lacs+",FATEHGARH SAHIB,Punjab2017,0
18,Rajinder Singh,IND,0,5th Pass,53,"Rs 3,85,245 ~ 3 Lacs+",Rs 0 ~,FATEHGARH SAHIB,Punjab2017,0
19,Ram Singh,BSP,0,5th Pass,36,"Rs 44,86,762 ~ 44 Lacs+","Rs 50,000 ~ 50 Thou+",FATEHGARH SAHIB,Punjab2017,0
20,Randeep Singh,INC,0,Graduate,50,"Rs 13,74,26,600 ~ 13 Crore+",Rs 0 ~,FATEHGARH SAHIB,Punjab2017,7
21,Samunder Singh,Samaj Adhikar Kalyan Party,0,8th Pass,42,"Rs 86,65,000 ~ 86 Lacs+","Rs 6,16,620 ~ 6 Lacs+",FATEHGARH SAHIB,Punjab2017,0
22,Sanjiv Kumar Pilot,Hindustan Shakti Sena,1,10th Pass,44,"Rs 3,40,346 ~ 3 Lacs+",Rs 0 ~,FATEHGARH SAHIB,Punjab2017,0
23,Santokh Singh,AAP,0,12th Pass,49,"Rs 14,70,197 ~ 14 Lacs+",Rs 0 ~,FATEHGARH SAHIB,Punjab2017,0
24,Tarlochan Singh,Aapna Punjab Party,0,Post Graduate,40,"Rs 40,46,715 ~ 40 Lacs+",Rs 0 ~,FATEHGARH SAHIB,Punjab2017,0
0,Amit Doda,IND,1,8th Pass,32,"Rs 14,73,99,000 ~ 14 Crore+","Rs 20,20,00,000 ~ 20 Crore+",FAZILKA,Punjab2017,0
1,Arun Narang,BJP,0,Graduate Professional,61,"Rs 6,50,00,000 ~ 6 Crore+","Rs 45,00,000 ~ 45 Lacs+",FAZILKA,Punjab2017,0
2,Ashok Kumar,IND,0,12th Pass,36,"Rs 8,28,846 ~ 8 Lacs+",Rs 0 ~,FAZILKA,Punjab2017,0
3,Atul Nagpal,AAP,0,10th Pass,46,"Rs 10,78,05,521 ~ 10 Crore+","Rs 9,20,000 ~ 9 Lacs+",FAZILKA,Punjab2017,0
4,Bakhshish Singh,Aapna Punjab Party,0,Graduate Professional,40,"Rs 81,38,967 ~ 81 Lacs+",Rs 0 ~,FAZILKA,Punjab2017,0
5,Balwinder Singh,IND,0,Graduate,37,"Rs 4,32,000 ~ 4 Lacs+",Rs 0 ~,FAZILKA,Punjab2017,7
6,Bhagwant Mann,AAP,0,12th Pass,43,"Rs 1,99,10,779 ~ 1 Crore+",Rs 0 ~,FAZILKA,Punjab2017,0
7,Davinder Singh Ghubaya,INC,0,Graduate,25,"Rs 99,52,826 ~ 99 Lacs+","Rs 11,50,000 ~ 11 Lacs+",FAZILKA,Punjab2017,7
8,Dilbag Singh,IND,0,5th Pass,29,"Rs 15,30,000 ~ 15 Lacs+",Rs 0 ~,FAZILKA,Punjab2017,0
9,Giri Raj Rajora,AITC,0,Graduate Professional,60,"Rs 6,60,39,800 ~ 6 Crore+",Rs 0 ~,FAZILKA,Punjab2017,0
10,Gurjant Singh,IND,0,5th Pass,64,"Rs 10,55,382 ~ 10 Lacs+",Rs 0 ~,FAZILKA,Punjab2017,0
11,Gurjinder Singh,Indian Krantikari Lehar,0,10th Pass,26,"Rs 50,000 ~ 50 Thou+",Rs 0 ~,FAZILKA,Punjab2017,0
12,Gurmail Singh,National Adhikar Insaf Party,0,5th Pass,62,"Rs 5,50,000 ~ 5 Lacs+",Rs 0 ~,FAZILKA,Punjab2017,0
13,Gurmit Singh,Shiromani Akali Dal (A)(Simranjit Singh Mann),0,10th Pass,47,"Rs 5,51,300 ~ 5 Lacs+",Rs 0 ~,FAZILKA,Punjab2017,0
14,Harjeet Singh,BSP,0,10th Pass,28,"Rs 70,000 ~ 70 Thou+",Rs 0 ~,FAZILKA,Punjab2017,0
15,Joginder Singh,IND,0,8th Pass,42,"Rs 42,74,339 ~ 42 Lacs+",Rs 0 ~,FAZILKA,Punjab2017,0
16,Kirti Choudhary,Aapna Punjab Party,0,Post Graduate,27,"Rs 1,86,01,528 ~ 1 Crore+","Rs 40,06,333 ~ 40 Lacs+",FAZILKA,Punjab2017,0
17,Makhan Singh,Shiromani Akali Dal (A)(Simranjit Singh Mann),0,8th Pass,57,"Rs 1,19,75,595 ~ 1 Crore+","Rs 5,30,000 ~ 5 Lacs+",FAZILKA,Punjab2017,0
18,Malkit Singh,BSP,0,10th Pass,47,"Rs 5,54,942 ~ 5 Lacs+",Rs 0 ~,FAZILKA,Punjab2017,0
19,Mukhtiar Singh,IND,0,10th Pass,42,"Rs 39,75,000 ~ 39 Lacs+","Rs 3,30,000 ~ 3 Lacs+",FAZILKA,Punjab2017,0
20,Naginder Singh,IND,0,12th Pass,43,"Rs 55,02,959 ~ 55 Lacs+","Rs 5,33,017 ~ 5 Lacs+",FAZILKA,Punjab2017,0
21,Nathu Ram,IND,0,5th Pass,65,"Rs 4,00,740 ~ 4 Lacs+",Rs 0 ~,FAZILKA,Punjab2017,0
22,Nathu Ram,INC,0,10th Pass,67,"Rs 27,21,909 ~ 27 Lacs+","Rs 1,98,770 ~ 1 Lacs+",FAZILKA,Punjab2017,0
23,Parkash Singh Bhatti,SAD,0,Graduate Professional,55,"Rs 82,66,700 ~ 82 Lacs+",Rs 0 ~,FAZILKA,Punjab2017,0
24,Prithi Raj,BSP,0,8th Pass,43,"Rs 1,63,500 ~ 1 Lacs+",Rs 0 ~,FAZILKA,Punjab2017,0
25,Rachna Kataria,IND,0,12th Pass,37,"Rs 65,10,009 ~ 65 Lacs+","Rs 5,38,507 ~ 5 Lacs+",FAZILKA,Punjab2017,0
26,Rajdeep Kaur,IND,0,12th Pass,41,"Rs 58,50,554 ~ 58 Lacs+",Rs 0 ~,FAZILKA,Punjab2017,0
27,Ram Kumar,Revolutionary Marxist Party of India,0,5th Pass,53,"Rs 6,74,500 ~ 6 Lacs+",Rs 0 ~,FAZILKA,Punjab2017,0
28,Ramesh Kataria,IND,0,10th Pass,36,"Rs 65,10,009 ~ 65 Lacs+","Rs 5,38,507 ~ 5 Lacs+",FAZILKA,Punjab2017,0
29,Ravneet Singh Bittu,INC,2,12th Pass,41,"Rs 4,75,34,381 ~ 4 Crore+","Rs 3,00,000 ~ 3 Lacs+",FAZILKA,Punjab2017,0
30,Samarbir Singh Sidhu,AAP,0,12th Pass,26,"Rs 2,92,51,500 ~ 2 Crore+","Rs 36,50,000 ~ 36 Lacs+",FAZILKA,Punjab2017,0
31,Satish Kumar,BSP,0,10th Pass,57,"Rs 3,14,325 ~ 3 Lacs+",Rs 0 ~,FAZILKA,Punjab2017,0
32,Shiv Lal Doda,IND,3,8th Pass,48,"Rs 1,41,86,70,000 ~ 141 Crore+","Rs 5,80,00,000 ~ 5 Crore+",FAZILKA,Punjab2017,0
33,Simarjeet Singh,AAP,0,12th Pass,27,"Rs 30,90,000 ~ 30 Lacs+",Rs 0 ~,FAZILKA,Punjab2017,0
34,Sukhbir Singh Badal,SAD,0,Post Graduate,54,"Rs 1,02,07,61,522 ~ 102 Crore+","Rs 39,86,61,119 ~ 39 Crore+",FAZILKA,Punjab2017,0
35,Sunil Jakhar,INC,0,Post Graduate,63,"Rs 24,05,36,788 ~ 24 Crore+","Rs 61,900 ~ 61 Thou+",FAZILKA,Punjab2017,0
36,Surinder Singh,CPI,0,10th Pass,44,"Rs 3,68,00,000 ~ 3 Crore+","Rs 55,00,000 ~ 55 Lacs+",FAZILKA,Punjab2017,0
37,Surjit Kumar Jyani,BJP,0,8th Pass,60,"Rs 5,57,55,286 ~ 5 Crore+","Rs 2,09,61,437 ~ 2 Crore+",FAZILKA,Punjab2017,0
38,Surya Parkash,IND,0,5th Pass,49,"Rs 2,14,26,088 ~ 2 Crore+","Rs 59,52,246 ~ 59 Lacs+",FAZILKA,Punjab2017,0
39,Swaran Singh Rocky,IND,1,Graduate,44,"Rs 1,12,46,000 ~ 1 Crore+","Rs 13,20,000 ~ 13 Lacs+",FAZILKA,Punjab2017,7
40,Vinod Kumar,IND,0,10th Pass,32,"Rs 13,74,927 ~ 13 Lacs+",Rs 0 ~,FAZILKA,Punjab2017,0
41,Vinod Kumar,IND,0,5th Pass,31,"Rs 2,35,556 ~ 2 Lacs+","Rs 1,17,000 ~ 1 Lacs+",FAZILKA,Punjab2017,0
0,Amarjit Singh,IND,0,10th Pass,42,"Rs 65,35,000 ~ 65 Lacs+",Rs 0 ~,FIROZEPUR,Punjab2017,0
1,Badal Singh,Swabhiman Party,0,8th Pass,32,"Rs 60,000 ~ 60 Thou+",Rs 0 ~,FIROZEPUR,Punjab2017,0
2,Dharminder Singh,IND,0,12th Pass,27,"Rs 1,67,800 ~ 1 Lacs+",Rs 0 ~,FIROZEPUR,Punjab2017,0
3,Gurmeet Singh Sodhi,INC,0,10th Pass,63,"Rs 9,58,17,232 ~ 9 Crore+",Rs 0 ~,FIROZEPUR,Punjab2017,0
4,Gurmukh Singh,BSP,0,8th Pass,41,"Rs 38,54,000 ~ 38 Lacs+","Rs 3,00,000 ~ 3 Lacs+",FIROZEPUR,Punjab2017,0
5,Gurpreet Singh,AAP,1,12th Pass,36,"Rs 76,14,750 ~ 76 Lacs+","Rs 50,00,000 ~ 50 Lacs+",FIROZEPUR,Punjab2017,0
6,Gurpreet Singh S/o Makhan Singh,IND,0,12th Pass,27,"Rs 18,02,846 ~ 18 Lacs+","Rs 18,66,000 ~ 18 Lacs+",FIROZEPUR,Punjab2017,0
7,Gurpreet Singh S/o Mukhtiar Singh,IND,0,12th Pass,40,"Rs 2,38,96,008 ~ 2 Crore+","Rs 49,90,000 ~ 49 Lacs+",FIROZEPUR,Punjab2017,0
8,Gurpreet Singh S/o Nirmal Singh,IND,0,Graduate,25,"Rs 76,55,000 ~ 76 Lacs+",Rs 0 ~,FIROZEPUR,Punjab2017,7
9,Harbhajan Singh,Indian Krantikari Lehar,0,5th Pass,44,"Rs 4,91,32,000 ~ 4 Crore+",Rs 0 ~,FIROZEPUR,Punjab2017,0
10,Hari Singh Zira,SAD,0,5th Pass,76,"Rs 5,62,02,326 ~ 5 Crore+",Rs 0 ~,FIROZEPUR,Punjab2017,0
11,Iqbal Singh,Shiromani Akali Dal (A)(Simranjit Singh Mann),0,10th Pass,58,"Rs 55,56,000 ~ 55 Lacs+",Rs 0 ~,FIROZEPUR,Punjab2017,0
12,Joginder Singh,SAD,0,8th Pass,56,"Rs 1,09,06,559 ~ 1 Crore+","Rs 17,71,428 ~ 17 Lacs+",FIROZEPUR,Punjab2017,0
13,Joginder Singh,IND,0,12th Pass,27,"Rs 1,30,000 ~ 1 Lacs+",Rs 0 ~,FIROZEPUR,Punjab2017,0
14,Kashmir Singh,IND,0,10th Pass,66,Nil,Rs 0 ~,FIROZEPUR,Punjab2017,0
15,Kulbir Singh,INC,0,12th Pass,36,"Rs 1,72,76,612 ~ 1 Crore+","Rs 93,39,976 ~ 93 Lacs+",FIROZEPUR,Punjab2017,0
16,Kulbir Singh S/o Kundan Singh,IND,0,Illiterate,38,"Rs 42,54,427 ~ 42 Lacs+","Rs 8,56,744 ~ 8 Lacs+",FIROZEPUR,Punjab2017,1
17,Kulbir Singh S/o Rajinder Singh,IND,0,12th Pass,27,"Rs 2,45,800 ~ 2 Lacs+",Rs 0 ~,FIROZEPUR,Punjab2017,0
18,Kulbir Singh S/o Suba Singh,IND,0,10th Pass,34,"Rs 9,95,785 ~ 9 Lacs+","Rs 4,00,000 ~ 4 Lacs+",FIROZEPUR,Punjab2017,0
19,Lal Singh,Shiromani Akali Dal (A)(Simranjit Singh Mann),0,Graduate,65,"Rs 22,65,100 ~ 22 Lacs+","Rs 1,10,000 ~ 1 Lacs+",FIROZEPUR,Punjab2017,7
20,Malkit Chand,AAP,0,12th Pass,49,"Rs 1,02,89,867 ~ 1 Crore+","Rs 7,84,000 ~ 7 Lacs+",FIROZEPUR,Punjab2017,0
21,Manoj Kumar,IND,0,10th Pass,42,"Rs 3,85,000 ~ 3 Lacs+",Rs 0 ~,FIROZEPUR,Punjab2017,0
22,Mohan Singh,AAP,0,Others,62,"Rs 2,43,99,652 ~ 2 Crore+",Rs 0 ~,FIROZEPUR,Punjab2017,0
23,Mukesh Kumar,SHS,0,Graduate Professional,25,"Rs 25,11,000 ~ 25 Lacs+","Rs 5,91,840 ~ 5 Lacs+",FIROZEPUR,Punjab2017,0
24,Narinder Singh,AAP,0,12th Pass,54,"Rs 16,31,56,485 ~ 16 Crore+","Rs 1,76,73,337 ~ 1 Crore+",FIROZEPUR,Punjab2017,0
25,Parminder Singh,IND,0,Others,56,"Rs 22,05,547 ~ 22 Lacs+",Rs 0 ~,FIROZEPUR,Punjab2017,0
26,Parminder Singh Pinki,INC,0,Graduate,57,"Rs 10,34,81,168 ~ 10 Crore+","Rs 8,10,914 ~ 8 Lacs+",FIROZEPUR,Punjab2017,7
27,Puran,BSP,0,Illiterate,50,"Rs 10,41,000 ~ 10 Lacs+",Rs 0 ~,FIROZEPUR,Punjab2017,1
28,Raj,IND,0,10th Pass,43,"Rs 6,50,000 ~ 6 Lacs+",Rs 0 ~,FIROZEPUR,Punjab2017,0
29,Raj Kumar,Aapna Punjab Party,2,8th Pass,41,"Rs 8,11,100 ~ 8 Lacs+",Rs 0 ~,FIROZEPUR,Punjab2017,0
30,Rajinder,IND,0,8th Pass,37,"Rs 11,20,000 ~ 11 Lacs+",Rs 0 ~,FIROZEPUR,Punjab2017,0
31,Rakesh,BSP,0,12th Pass,44,"Rs 12,87,000 ~ 12 Lacs+",Rs 0 ~,FIROZEPUR,Punjab2017,0
32,Sajan,IND,0,12th Pass,27,"Rs 1,86,000 ~ 1 Lacs+",Rs 0 ~,FIROZEPUR,Punjab2017,0
33,Sandeep Singh,IND,0,Graduate,30,"Rs 70,000 ~ 70 Thou+",Rs 0 ~,FIROZEPUR,Punjab2017,7
34,Satkar Kaur,INC,0,12th Pass,37,"Rs 21,30,000 ~ 21 Lacs+",Rs 0 ~,FIROZEPUR,Punjab2017,0
35,Sham Lal,IND,0,Illiterate,37,"Rs 4,70,500 ~ 4 Lacs+",Rs 0 ~,FIROZEPUR,Punjab2017,1
36,Stephen Bhatti,SHS,0,12th Pass,34,"Rs 50,000 ~ 50 Thou+","Rs 15,000 ~ 15 Thou+",FIROZEPUR,Punjab2017,0
37,Sukhpal Singh,BJP,1,Graduate,52,"Rs 41,20,21,115 ~ 41 Crore+",Rs 0 ~,FIROZEPUR,Punjab2017,7
